GEOID10,ALAND10,AWATER10,POP100,HU100,Type,Res,CT_ID_10,BRA_PD_ID,BRA_PD,City_Counc,WARD,ISD_Nbhd,Police_Dis,Fire_Distr,PWD
25025010600,339505,0,2858.000000,2325.000000,I,0.000000,25025010600,5,Back Bay/Beacon Hill,2,4,Back Bay,4,4,1-1C: Back Bay/South End/Downtown
25025010701,202317,0,2478.000000,1599.000000,R,1.000000,25025010701,5,Back Bay/Beacon Hill,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown
25025010702,299981,0,2400.000000,1643.000000,R,1.000000,25025010702,5,Back Bay/Beacon Hill,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown
25025010801,127905,0,2783.000000,1899.000000,R,1.000000,25025010801,5,Back Bay/Beacon Hill,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown
25025010802,155467,0,3059.000000,2106.000000,R,1.000000,25025010802,5,Back Bay/Beacon Hill,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown
25025020101,223142,0,4193.000000,2814.000000,R,1.000000,25025020101,5,Back Bay/Beacon Hill,8,5,Beacon Hill,1,3,1-1B:  Beacon Hill/West End/North End
25025020200,116893,0,3649.000000,2478.000000,R,1.000000,25025020200,5,Back Bay/Beacon Hill,8,5,Beacon Hill,1,3,1-1B:  Beacon Hill/West End/North End
25025020301,256258,328,2023.000000,1414.000000,D,0.000000,25025020301,4,Central,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End
25025020302,76782,0,1181.000000,721.000000,R,1.000000,25025020302,5,Back Bay/Beacon Hill,8,5,Beacon Hill,1,3,1-1B:  Beacon Hill/West End/North End
25025020303,448840,78767,3400.000000,1847.000000,D,0.000000,25025020303,4,Central,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End
25025030100,76346,0,1954.000000,1377.000000,D,0.000000,25025030100,4,Central,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End
25025030200,66711,0,1665.000000,1103.000000,D,0.000000,25025030200,4,Central,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End
25025030300,691377,234496,4872.000000,2960.000000,D,0.000000,25025030300,4,Central,1,3,Government Center/Faneuil Hall,1,3,1-1B:  Beacon Hill/West End/North End
25025030400,108635,0,2451.000000,1659.000000,D,0.000000,25025030400,4,Central,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End
25025030500,190734,292691,2538.000000,1656.000000,D,0.000000,25025030500,4,Central,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End
25025040100,259341,64873,2168.000000,1239.000000,R,1.000000,25025040100,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025040200,143569,0,1606.000000,727.000000,R,1.000000,25025040200,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025040300,280098,0,3882.000000,2037.000000,R,1.000000,25025040300,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025040401,429844,28580,2439.000000,1222.000000,R,1.000000,25025040401,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025040600,1426899,420711,2444.000000,1334.000000,I,0.000000,25025040600,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025040801,952430,752502,3900.000000,2089.000000,P,0.000000,25025040801,2,Charlestown,1,2,Charlestown,15,3,1-1A:  Charlestown
25025050101,299772,184516,5115.000000,1850.000000,R,1.000000,25025050101,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050200,243272,0,5231.000000,1834.000000,R,1.000000,25025050200,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050300,355328,364097,2251.000000,1041.000000,R,1.000000,25025050300,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050400,131979,0,2372.000000,1035.000000,R,1.000000,25025050400,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050500,114773,0,1857.000000,702.000000,R,1.000000,25025050500,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050600,169229,0,2063.000000,806.000000,R,1.000000,25025050600,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050700,271727,0,4504.000000,1606.000000,R,1.000000,25025050700,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025050901,614932,194139,4165.000000,1446.000000,R,1.000000,25025050901,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025051000,1044305,210152,4089.000000,1784.000000,R,1.000000,25025051000,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025051101,1159406,623214,6093.000000,2345.000000,I,0.000000,25025051101,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025051200,412098,496108,2338.000000,1169.000000,R,1.000000,25025051200,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025060101,295623,0,3216.000000,1684.000000,R,1.000000,25025060101,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025060200,170386,0,1916.000000,999.000000,R,1.000000,25025060200,3,South Boston,2,7,South Boston,6,6,3-05:  South Boston
25025060301,272518,0,3076.000000,1647.000000,R,1.000000,25025060301,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025060400,399278,0,4904.000000,2543.000000,R,1.000000,25025060400,3,South Boston,2,7,South Boston,6,6,3-05:  South Boston
25025060501,411742,0,3571.000000,1942.000000,R,1.000000,25025060501,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025060600,1260969,632511,2357.000000,1530.000000,I,0.000000,25025060600,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025060700,128228,0,1893.000000,636.000000,R,1.000000,25025060700,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025060800,341227,0,3964.000000,2142.000000,R,1.000000,25025060800,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025061000,173037,0,3098.000000,1408.000000,R,1.000000,25025061000,3,South Boston,2,7,South Boston,6,6,3-05:  South Boston
25025061101,165282,0,2232.000000,1044.000000,P,0.000000,25025061101,3,South Boston,2,7,South Boston,6,6,3-05:  South Boston
25025061200,1841489,72450,3240.000000,2041.000000,I,0.000000,25025061200,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025070101,1019135,89007,5902.000000,3383.000000,D,0.000000,25025070101,4,Central,2,3,Financial District/Downtown,1,3,1-1C: Back Bay/South End/Downtown
25025070200,268778,0,5218.000000,1690.000000,D,0.000000,25025070200,4,Central,2,3,Chinatown,1,4,1-1C: Back Bay/South End/Downtown
25025070300,336063,0,3909.000000,2706.000000,D,0.000000,25025070300,4,Central,2,5,Bay Village,4,4,1-1C: Back Bay/South End/Downtown
25025070402,267664,10223,1723.000000,680.000000,D,0.000000,25025070402,6,South End,2,3,South End,4,4,1-1C: Back Bay/South End/Downtown
25025070500,297278,0,5460.000000,3066.000000,R,1.000000,25025070500,6,South End,2,3,South End,4,4,1-1C: Back Bay/South End/Downtown
25025070600,132532,0,2240.000000,1309.000000,R,1.000000,25025070600,6,South End,2,4,South End,4,4,1-1C: Back Bay/South End/Downtown
25025070700,164131,0,2361.000000,1366.000000,R,1.000000,25025070700,6,South End,2,4,South End,4,4,1-1C: Back Bay/South End/Downtown
25025070800,194390,0,3706.000000,2156.000000,R,1.000000,25025070800,6,South End,7,4,South End,4,4,1-1C: Back Bay/South End/Downtown
25025070900,167469,0,3329.000000,1798.000000,R,1.000000,25025070900,6,South End,7,9,South End,4,4,1-1C: Back Bay/South End/Downtown
25025071101,362769,0,3753.000000,2185.000000,I,0.000000,25025071101,6,South End,2,8,South End,4,4,1-1C: Back Bay/South End/Downtown
25025071201,402228,0,3131.000000,1399.000000,R,1.000000,25025071201,6,South End,2,8,South End,4,4,1-1C: Back Bay/South End/Downtown
25025080100,1026391,0,3350.000000,744.000000,I,0.000000,25025080100,10,Roxbury,7,8,Roxbury,2,7,1-10A:  Roxbury
25025080300,268832,0,1769.000000,791.000000,R,1.000000,25025080300,10,Roxbury,7,8,Roxbury,2,7,1-10A:  Roxbury
25025080401,440468,0,2710.000000,1249.000000,R,1.000000,25025080401,10,Roxbury,7,8,Roxbury,2,7,1-10A:  Roxbury
25025080500,245570,0,3096.000000,1323.000000,R,1.000000,25025080500,6,South End,7,9,South End,4,4,1-10A:  Roxbury
25025080601,560163,0,4271.000000,920.000000,R,1.000000,25025080601,10,Roxbury,7,9,Roxbury,2,9,1-10A:  Roxbury
25025080801,364700,0,3885.000000,946.000000,I,0.000000,25025080801,9,Jamaica Plain,7,4,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill
25025080900,256667,0,4008.000000,1776.000000,I,0.000000,25025080900,9,Jamaica Plain,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill
25025081001,558488,0,4890.000000,2287.000000,I,0.000000,25025081001,9,Jamaica Plain,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill
25025081100,495877,0,4091.000000,1781.000000,R,1.000000,25025081100,9,Jamaica Plain,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill
25025081200,282374,0,3265.000000,1232.000000,R,1.000000,25025081200,9,Jamaica Plain,6,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill
25025081300,580338,0,4760.000000,2111.000000,R,1.000000,25025081300,10,Roxbury,7,11,Roxbury,13,9,1-10A:  Roxbury
25025081400,620481,0,3003.000000,1462.000000,R,1.000000,25025081400,10,Roxbury,7,9,Roxbury,2,9,1-10A:  Roxbury
25025081500,336293,0,2134.000000,905.000000,R,1.000000,25025081500,10,Roxbury,7,11,Roxbury,2,9,1-10A:  Roxbury
25025081700,633564,0,3820.000000,1599.000000,R,1.000000,25025081700,10,Roxbury,7,12,Roxbury,2,9,1-10A:  Roxbury
25025081800,373920,0,2898.000000,1388.000000,R,1.000000,25025081800,10,Roxbury,7,12,Roxbury,2,7,1-10A:  Roxbury
25025081900,433385,0,3115.000000,1397.000000,R,1.000000,25025081900,10,Roxbury,7,12,Roxbury,2,9,1-10A:  Roxbury
25025082000,392158,0,2815.000000,1278.000000,R,1.000000,25025082000,10,Roxbury,7,12,Roxbury,2,9,1-10A:  Roxbury
25025082100,370577,0,5025.000000,2117.000000,R,1.000000,25025082100,10,Roxbury,7,12,Roxbury,2,9,1-10A:  Roxbury
25025090100,446992,0,4571.000000,1863.000000,R,1.000000,25025090100,10,Roxbury,4,14,Roxbury,3,7,3-03:  North Dorchester
25025090200,273671,0,2233.000000,830.000000,R,1.000000,25025090200,10,Roxbury,4,14,Roxbury,2,7,3-03:  North Dorchester
25025090300,380394,0,3179.000000,1268.000000,R,1.000000,25025090300,10,Roxbury,4,14,Roxbury,2,7,3-03:  North Dorchester
25025090400,425135,0,3659.000000,1294.000000,R,1.000000,25025090400,10,Roxbury,7,13,Roxbury,2,7,3-03:  North Dorchester
25025090600,301664,0,2348.000000,793.000000,I,0.000000,25025090600,10,Roxbury,7,8,Roxbury,2,7,3-03:  North Dorchester
25025090700,1072571,0,4275.000000,1990.000000,I,0.000000,25025090700,11,North Dorchester,2,7,Dorchester,6,6,3-03:  North Dorchester
25025090901,1173062,349466,3730.000000,1640.000000,I,0.000000,25025090901,11,North Dorchester,3,13,Dorchester,6,7,3-03:  North Dorchester
25025091001,1186620,449817,2742.000000,1315.000000,I,0.000000,25025091001,11,North Dorchester,3,13,Dorchester,11,7,3-03:  North Dorchester
25025091100,423899,0,4861.000000,1966.000000,R,1.000000,25025091100,11,North Dorchester,3,13,Dorchester,11,7,3-03:  North Dorchester
25025091200,323612,0,3234.000000,1239.000000,R,1.000000,25025091200,11,North Dorchester,3,13,Dorchester,11,7,3-03:  North Dorchester
25025091300,262560,0,2499.000000,868.000000,R,1.000000,25025091300,11,North Dorchester,7,7,Dorchester,2,7,3-03:  North Dorchester
25025091400,325020,0,2741.000000,939.000000,R,1.000000,25025091400,11,North Dorchester,7,13,Dorchester,2,7,3-03:  North Dorchester
25025091500,404166,0,4370.000000,1653.000000,R,1.000000,25025091500,11,North Dorchester,3,15,Dorchester,11,7,3-03:  North Dorchester
25025091600,312698,0,3138.000000,1165.000000,R,1.000000,25025091600,12,South Dorchester,3,15,Dorchester,11,7,3-03:  North Dorchester
25025091700,289325,0,3069.000000,1050.000000,R,1.000000,25025091700,12,South Dorchester,3,15,Dorchester,11,7,3-03:  North Dorchester
25025091800,432061,0,3452.000000,1214.000000,R,1.000000,25025091800,12,South Dorchester,4,15,Dorchester,11,7,3-03:  North Dorchester
25025091900,481985,0,3860.000000,1380.000000,R,1.000000,25025091900,12,South Dorchester,4,14,Dorchester,11,7,3-03:  North Dorchester
25025092000,489737,0,4945.000000,1693.000000,R,1.000000,25025092000,12,South Dorchester,4,15,Dorchester,11,7,3-03:  North Dorchester
25025092101,1291966,64101,6451.000000,2454.000000,R,1.000000,25025092101,12,South Dorchester,3,16,Dorchester,11,7,3-07:  South Dorchester
25025092200,581304,0,3349.000000,1227.000000,R,1.000000,25025092200,12,South Dorchester,4,17,Dorchester,11,8,3-07:  South Dorchester
25025092300,342974,0,2893.000000,1077.000000,R,1.000000,25025092300,12,South Dorchester,4,17,Dorchester,3,8,3-07:  South Dorchester
25025092400,594010,0,5277.000000,2065.000000,R,1.000000,25025092400,10,Roxbury,4,14,Roxbury,3,8,3-03:  North Dorchester
25025100100,1037011,874,5510.000000,2047.000000,P,0.000000,25025100100,13,Mattapan,4,14,Mattapan,3,8,3-07:  South Dorchester
25025100200,350592,0,2787.000000,1013.000000,R,1.000000,25025100200,13,Mattapan,4,14,Mattapan,3,8,3-07:  South Dorchester
25025100300,491879,0,3303.000000,1262.000000,R,1.000000,25025100300,13,Mattapan,4,17,Mattapan,3,8,3-07:  South Dorchester
25025100400,626173,0,4865.000000,1830.000000,R,1.000000,25025100400,12,South Dorchester,3,17,Dorchester,11,8,3-07:  South Dorchester
25025100500,858932,0,5989.000000,2383.000000,R,1.000000,25025100500,12,South Dorchester,4,17,Dorchester,11,8,3-07:  South Dorchester
25025100601,552585,0,5154.000000,2192.000000,R,1.000000,25025100601,12,South Dorchester,3,16,Dorchester,11,8,3-07:  South Dorchester
25025100603,886469,343678,1904.000000,840.000000,R,1.000000,25025100603,12,South Dorchester,3,16,Dorchester,11,8,3-07:  South Dorchester
25025100700,1203877,173339,4322.000000,1975.000000,R,1.000000,25025100700,12,South Dorchester,3,16,Dorchester,11,8,3-07:  South Dorchester
25025100800,1765783,141896,5546.000000,2702.000000,P,0.000000,25025100800,12,South Dorchester,3,16,Dorchester,11,8,3-07:  South Dorchester
25025100900,955495,45716,4072.000000,1729.000000,R,1.000000,25025100900,13,Mattapan,3,17,Mattapan,3,8,3-07:  South Dorchester
25025101001,1296283,5844,5480.000000,2266.000000,R,1.000000,25025101001,13,Mattapan,5,18,Mattapan,3,8,3-07:  South Dorchester
25025101002,1165212,4369,4979.000000,2149.000000,R,1.000000,25025101002,13,Mattapan,4,18,Mattapan,3,8,3-07:  South Dorchester
25025101101,379768,0,3155.000000,1160.000000,R,1.000000,25025101101,13,Mattapan,4,14,Mattapan,3,8,3-07:  South Dorchester
25025101102,561244,0,4396.000000,1672.000000,R,1.000000,25025101102,13,Mattapan,4,18,Mattapan,3,8,3-07:  South Dorchester
25025110103,935088,0,5460.000000,2353.000000,R,1.000000,25025110103,14,Roslindale,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale
25025110201,348208,0,2051.000000,874.000000,P,0.000000,25025110201,14,Roslindale,5,18,Roslindale,18,12,2-02: Jamaica Plain/Roslindale
25025110301,817929,0,2405.000000,955.000000,R,1.000000,25025110301,14,Roslindale,5,18,Roslindale,18,12,2-02: Jamaica Plain/Roslindale
25025110401,522448,0,3566.000000,1362.000000,R,1.000000,25025110401,14,Roslindale,5,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale
25025110403,942869,7697,4309.000000,1767.000000,R,1.000000,25025110403,14,Roslindale,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale
25025110501,647848,0,3253.000000,1371.000000,R,1.000000,25025110501,14,Roslindale,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale
25025110502,684298,0,3806.000000,1684.000000,R,1.000000,25025110502,14,Roslindale,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale
25025110601,1406583,8282,2969.000000,1295.000000,R,1.000000,25025110601,15,West Roxbury,6,20,West Roxbury,5,9,2-06:  West Roxbury/Roslindale
25025110607,1171287,0,5077.000000,2227.000000,R,1.000000,25025110607,14,Roslindale,5,20,Roslindale,5,9,2-06:  West Roxbury/Roslindale
25025120103,353248,0,1508.000000,696.000000,R,1.000000,25025120103,9,Jamaica Plain,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120104,290296,0,2095.000000,1060.000000,R,1.000000,25025120104,9,Jamaica Plain,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120105,1837989,2474,2444.000000,953.000000,R,1.000000,25025120105,9,Jamaica Plain,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120201,719468,0,3439.000000,1726.000000,R,1.000000,25025120201,9,Jamaica Plain,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120301,662925,0,4795.000000,1895.000000,R,1.000000,25025120301,10,Roxbury,6,11,Roxbury,13,9,2-02: Jamaica Plain/Roslindale
25025120400,998928,0,5751.000000,2825.000000,R,1.000000,25025120400,9,Jamaica Plain,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120500,213705,0,2331.000000,905.000000,R,1.000000,25025120500,9,Jamaica Plain,6,10,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120600,258212,0,2335.000000,1103.000000,R,1.000000,25025120600,9,Jamaica Plain,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025120700,297485,0,2014.000000,1044.000000,R,1.000000,25025120700,9,Jamaica Plain,6,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill
25025130100,4344387,45805,5906.000000,2816.000000,P,0.000000,25025130100,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025130200,1352655,0,4506.000000,1914.000000,R,1.000000,25025130200,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025130300,1442181,0,4419.000000,1811.000000,R,1.000000,25025130300,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025130402,2103293,169597,4637.000000,2196.000000,R,1.000000,25025130402,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025130404,1602605,35273,2901.000000,1322.000000,R,1.000000,25025130404,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025130406,1048780,5879,5107.000000,2192.000000,R,1.000000,25025130406,15,West Roxbury,6,20,West Roxbury,5,12,2-06:  West Roxbury/Roslindale
25025140102,2080064,75318,4401.000000,1654.000000,R,1.000000,25025140102,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140105,1010909,0,3675.000000,1324.000000,R,1.000000,25025140105,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140106,279850,3116,1901.000000,898.000000,R,1.000000,25025140106,14,Roslindale,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale
25025140107,627360,0,2531.000000,1051.000000,R,1.000000,25025140107,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140201,1329071,86300,2072.000000,935.000000,R,1.000000,25025140201,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140202,1538700,17101,5600.000000,2081.000000,R,1.000000,25025140202,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140300,1547361,41485,6382.000000,2525.000000,R,1.000000,25025140300,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025140400,1878139,12733,7650.000000,2906.000000,R,1.000000,25025140400,16,Hyde Park,5,18,Hyde Park,18,12,2-08: Hyde Park
25025980300,2075986,27540,338.000000,2.000000,P,0.000000,25025980300,10,Roxbury,7,12,Roxbury,2,9,2-02: Jamaica Plain/Roslindale
25025980700,2887914,53081,6.000000,5.000000,P,0.000000,25025980700,16,Hyde Park,5,18,Hyde Park,18,12,2-06:  West Roxbury/Roslindale
25025981000,1126260,4754,22.000000,5.000000,P,0.000000,25025981000,9,Jamaica Plain,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale
25025981100,2713614,19091,418.000000,136.000000,P,0.000000,25025981100,14,Roslindale,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale
25025981201,786643,1328333,0.000000,0.000000,P,0.000000,25025981201,3,South Boston,2,7,South Boston,6,6,3-05:  South Boston
25025981202,1594870,933939,207.000000,0.000000,I,0.000000,25025981202,3,South Boston,2,6,South Boston,6,6,3-05:  South Boston
25025981300,7157254,2015092,389.000000,245.000000,I,0.000000,25025981300,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025981502,1252250,27493,9.000000,3.000000,I,0.000000,25025981502,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025981600,586984,158872,0.000000,0.000000,P,0.000000,25025981600,1,East Boston,1,1,East Boston,7,1,1-09:  East Boston
25025981700,314777,14973,0.000000,0.000000,D,0.000000,25025981700,5,Back Bay/Beacon Hill,8,5,Beacon Hill,1,3,1-1C: Back Bay/South End/Downtown
25025981800,703274,393640,82.000000,49.000000,P,0.000000,25025981800,9,Jamaica Plain,8,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill
